Error de Usuario.0.73587400 1582073122
Error de Usuario.0.34691500 1582073136
Error de Usuario.0.68807000 1582073152
Error de Usuario.0.13289800 1582073171
Error de Usuario.0.28376000 1582073188
Error de Usuario.0.72058800 1582073226
Error de Usuario.0.04169000 1582073232
Error de Usuario.0.92984400 1582073317
Error de Usuario.0.28374200 1582073481
Error de Usuario.0.91437900 1582073656
Error de Usuario.0.76224000 1582125238
Error de Usuario.0.15362100 1582153185
Error de Usuario.0.66502200 1582196971
Error de Usuario.0.52500400 1582238190
Error de Usuario.0.54803900 1582238190
Error de Usuario.0.05221500 1618878396
Error de Usuario.0.70779100 1618878723
Error de Usuario.0.25691400 1618880411
Error de Usuario.0.14113000 1618880493
Error de Usuario.0.94533600 1618880500
Error de Usuario.0.33402900 1618880508
Error de Usuario.0.09344600 1618880625
Error de Usuario.0.60096900 1618880631
Error de Usuario.0.19139400 1618880697
Error de Usuario.0.12402700 1618880700
Error de Usuario.0.51297900 1618880709
Error de Usuario.0.48875200 1618880711
Error de Usuario.0.15381400 1618880757
Error de Usuario.0.72883200 1618880764
Error de Usuario.0.16683200 1618881315
Error de Usuario.0.67291500 1618885118
Error de Usuario.0.29821500 1618885339
Error de Usuario.0.97447500 1619368842
Error de Usuario.0.29569000 1619368885
Error de Usuario.0.73958200 1619368893
Error de Usuario.0.64669400 1619368951
Error de Usuario.0.70446200 1619368966
Error de Usuario.0.18828000 1619368970
Error de Usuario.0.94345000 1619368977
Error de Usuario.0.44034200 1619369039
Error de Usuario.0.40312500 1619369051
Error de Usuario.0.40155700 1619369083
Error de Usuario.0.36851000 1619369094
Error de Usuario.0.00231700 1619369098
Error de Usuario.0.54679600 1619369106
Error de Usuario.0.71588500 1619369108
Error de Usuario.0.75907900 1619369380
Error de Usuario.0.37147200 1619369405
Error de Usuario.0.60981400 1619369407
Error de Usuario.0.99470000 1619369554
Error de Usuario.0.29477500 1619370441
0.91671500 1619370561
0.58304100 1619370564
0.40328300 1619370568
0.08705200 1619370585
0.90297400 1619370620
0.15837100 1619370650
0.48760000 1619370658
0.57236600 1619370670
0.46416800 1619370687
0.54019700 1619370736
0.96990700 1619370761
0.95015200 1619370763
0.63019200 1619370925
0.96950700 1619370940
0.53613100 1619370943
0.57600800 1619370950
0.56604600 1619371007
0.10532300 1619371012
0.67233900 1619371084
0.69481200 1619371091
0.90126000 1619371187
0.21978500 1619371190
0.54261000 1619371192
0.71240500 1619371200
0.71200800 1619371202
0.88146700 1619371223
0.81097100 1619371237
0.12398100 1619371402
0.97493600 1619371404
0.83687500 1619371407
0.15872300 1619371830
0.59786600 1619371861
0.12395100 1619371862
0.90615500 1619372009
0.47108300 1619372204
0.86631300 1619372240
0.53703600 1619372241
0.87510700 1619372305
0.49442500 1619372306
0.23959000 1619372316
0.77391200 1619372316
0.56804200 1619372324
0.00356500 1619372325
0.87063100 1619372328
0.05971100 1619372329
0.77992600 1619372330
0.57905000 1619372342
0.99796000 1619372342
0.65664200 1619372352
0.10880500 1619372353
0.35826700 1619372368
0.23915400 1619372388
0.72555300 1619372388
0.21620800 1619372409
0.65612700 1619372409
0.53198900 1619372426
0.96282300 1619372426
0.47720600 1619372434
0.80156400 1619372434
0.01883400 1619372435
0.82264700 1619372467
0.32300700 1619372468
0.49846600 1619372468
0.66810800 1619372468
0.81009200 1619372549
0.34738800 1619372731
0.71185500 1619372737
0.48129800 1619372740
0.80566100 1619372743
0.50786200 1619374891
0.27562100 1619376590
0.84965600 1619378491
0.73704100 1619396257
0.34931000 1619396258
0.81827000 1619396258
0.23453100 1619396259
0.63604800 1619396259
0.35389000 1619396260
0.36079100 1619396262
0.13085100 1619396265
0.52266800 1619396268
0.45539000 1619396270
0.64054300 1619396276
0.04103400 1619396278
0.27255800 1619396374
0.00298900 1619396375
0.44015000 1619396375
0.84192900 1619396375
0.23305500 1619396376
0.59054900 1619396376
0.56900900 1619396377
0.70668000 1619396470
0.22516600 1619396471
0.87933100 1619396828
0.93983200 1619396838
0.26859500 1619396840
0.14194100 1619396841
0.45111700 1619396842
0.85454100 1619396842
0.53542100 1619396858
0.62718100 1619396862
0.72913900 1619396863
0.83042800 1619396864
0.37464700 1619396865
0.83046600 1619396865
0.30158500 1619396866
0.98736600 1619396866
0.42948200 1619396867
0.91621900 1619396869
0.26771500 1619396875
0.74434000 1619396899
0.92108000 1619396906
0.97257700 1619396909
0.94134900 1619396913
0.24280500 1619396914
0.63884500 1619397010
0.62011400 1619397011
0.49779400 1619397012
0.04704000 1619397017
0.79825400 1619397020
0.93869900 1619398750
0.43865600 1619398757
0.14007100 1619400357
0.06036700 1619400937
0.70272300 1619401058
0.60934200 1619401078
0.89028100 1619401085
0.06047500 1619401151
0.08528200 1619401228
0.80344800 1619401235
0.05787800 1619401327
0.38964500 1619401335
0.48237900 1619401359
0.57458100 1619401494
0.76474700 1619401497
0.56397100 1619401524
0.32211500 1619401544
0.55396400 1619401554
0.58220400 1619401589
0.01683300 1619401592
0.00873800 1619401599
0.73165000 1619401619
0.73092500 1619401639
0.72688000 1619456909
0.15685300 1619457197
0.80433500 1619457209
0.14490000 1619457269
0.59957500 1619458717
0.77332000 1619459326
0.96637900 1619713034
0.34203200 1619713115
0.80648400 1620319134
0.78912700 1620319247
0.15709900 1620319276
0.16179700 1620319334
0.44349900 1620319530
0.50067900 1620319537
0.90438400 1620319537
0.37804200 1620319601
0.80419800 1620319638
0.35635900 1620319722
0.90140300 1620319883
0.92438000 1620319885
0.42926900 1620319886
0.40633700 1620319908
0.31232800 1620319922
0.74779300 1620319961
0.90302800 1620319964
0.18564600 1620320021
